MDMAUD,AGE,SESNEI,UCITY,TIMEDIFF,NUMCHLD,INCOME,WEALTH1,HIT,RAMNTALL,LASTDATE,CONTROLN
XXXX,72.0,1,T,18,3.0,6.0,5.0,9,74.0,9603,180782
XXXX,81.0,3,C,30,,2.0,2.0,15,25.0,9510,126105
XXXX,50.0,2,T,18,2.0,1.0,,0,45.0,9603,140182
XXXX,,3,U,30,,,,0,80.0,9509,143751
XXXX,63.0,3,U,30,1.0,3.0,4.0,0,119.0,9512,141132
XXXX,70.0,1,S,18,,,,0,102.0,9603,168739
XXXX,72.0,2,R,18,,2.0,5.0,6,40.0,9601,44438
XXXX,64.0,1,S,18,,7.0,,0,166.0,9607,1300
XXXX,83.0,3,T,30,,1.0,1.0,0,86.0,9512,59720
XXXX,49.0,1,S,30,,5.0,9.0,4,26.0,9508,65855
XXXX,72.0,2,R,18,,2.0,,0,257.0,9603,184794
XXXX,66.0,3,S,18,1.0,3.0,4.0,2,205.0,9603,107933
XXXX,56.0,1,S,18,,1.0,9.0,9,70.0,9603,135725
XXXX,80.0,3,C,18,,1.0,0.0,3,176.0,9603,159629
XXXX,74.0,2,T,30,,3.0,3.0,5,217.0,9512,36304
XXXX,,2,S,18,,5.0,,0,70.0,9602,57448
XXXX,,2,T,18,,3.0,,0,74.0,9603,189634
XXXX,,1,S,18,,,,0,219.0,9601,144824
XXXX,48.0,2,U,30,,2.0,3.0,1,25.0,9512,144315
XXXX,76.0,3,R,30,,,,0,129.55,9512,57820
XXXX,52.0,2,T,30,2.0,6.0,6.0,1,80.0,9507,97693
XXXX,76.0,1,S,30,,4.0,7.0,0,25.0,9510,164143
XXXX,58.0,2,S,18,,5.0,5.0,7,87.0,9601,47300
XXXX,74.0,1,U,18,,5.0,9.0,0,15.0,9602,174178
XXXX,46.0,3,R,30,,7.0,,0,78.0,9504,58635
XXXX,66.0,2,R,18,,,,0,150.0,9609,5008
XXXX,58.0,2,S,18,,5.0,6.0,12,15.0,9601,113199
XXXX,73.0,1,U,18,,5.0,6.0,8,117.0,9602,170615
XXXX,45.0,1,T,30,3.0,5.0,8.0,0,83.0,9512,31970
XXXX,36.0,2,T,30,1.0,2.0,8.0,2,43.0,9512,59367
XXXX,,2,R,18,,,,0,52.0,9602,120333
XXXX,50.0,1,S,18,,6.0,,0,68.0,9603,139345
XXXX,50.0,2,R,18,,4.0,,0,15.0,9602,154730
XXXX,64.0,2,T,30,1.0,5.0,,0,87.0,9510,95468
XXXX,69.0,2,C,30,,1.0,8.0,6,47.0,9511,46620
XXXX,65.0,3,U,18,,5.0,4.0,12,140.0,9601,100801
XXXX,57.0,2,R,18,,5.0,5.0,0,70.0,9601,102627
XXXX,91.0,1,S,30,,6.0,,0,134.0,9509,73876
XXXX,49.0,2,T,18,,4.0,2.0,1,50.0,9602,86662
XXXX,48.0,1,S,18,,4.0,8.0,0,97.0,9602,148247
XXXX,,3,R,18,,,,0,102.0,9612,13408
XXXX,,3,U,30,,,,0,200.0,9509,13052
XXXX,67.0,2,T,18,,6.0,8.0,3,70.0,9603,46895
XXXX,50.0,1,T,18,,5.0,7.0,2,140.0,9601,126770
XXXX,64.0,1,S,30,,5.0,,0,25.0,9511,70226
XXXX,,2,R,30,,2.0,6.0,0,31.0,9508,62724
XXXX,,1,C,18,,6.0,9.0,5,90.0,9601,75636
XXXX,62.0,3,U,18,,4.0,8.0,7,99.0,9602,65267
XXXX,,3,R,30,,2.0,1.0,0,47.0,9512,137621
XXXX,65.0,2,R,30,,7.0,,0,65.0,9505,177117
XXXX,,1,S,18,,,,0,20.0,9601,140748
XXXX,51.0,1,C,30,1.0,5.0,7.0,4,88.0,9505,128739
XXXX,,2,S,30,,,,0,96.0,9511,7054
XXXX,,2,R,30,,,,0,81.0,9512,81161
XXXX,41.0,1,S,18,,6.0,9.0,4,64.0,9603,123183
XXXX,79.0,2,R,30,,1.0,,0,177.0,9512,72817
XXXX,78.0,2,R,30,,3.0,,0,42.0,9512,81997
XXXX,,2,T,30,,,,0,86.0,9512,49529
XXXX,81.0,3,U,18,,1.0,2.0,2,99.0,9602,39141
XXXX,82.0,1,S,30,,6.0,7.0,3,55.0,9504,88964
XXXX,,1,T,30,,,,0,327.0,9509,124654
XXXX,,2,U,30,1.0,2.0,3.0,0,20.0,9512,162045
XXXX,28.0,2,S,18,,4.0,,0,15.0,9602,151672
XXXX,,2,C,5,,2.0,2.0,7,119.0,9701,4110
XXXX,41.0,1,U,30,2.0,5.0,,0,139.0,9512,149861
XXXX,75.0,1,T,18,,5.0,8.0,13,86.0,9603,160965
XXXX,,2,C,30,,2.0,,0,25.0,9510,118706
XXXX,,3,C,30,,,,0,20.0,9511,179156
XXXX,61.0,2,T,30,1.0,2.0,,0,56.0,9510,117814
XXXX,,2,R,18,,,,0,30.0,9601,33768
XXXX,,2,R,30,,,,0,55.0,9512,72654
XXXX,,1,U,18,,,,0,52.0,9601,147765
XXXX,87.0,1,T,30,,5.0,9.0,19,93.0,9507,133701
XXXX,84.0,2,R,30,,5.0,4.0,2,42.0,9512,120156
XXXX,82.0,3,T,18,,2.0,3.0,22,95.0,9612,2563
XXXX,,3,U,30,,4.0,4.0,2,176.0,9512,151795
XXXX,60.0,3,C,30,1.0,2.0,4.0,2,143.0,9512,124115
XXXX,76.0,3,S,30,,1.0,1.0,1,55.0,9512,153951
XXXX,,2,T,30,,5.0,1.0,3,89.0,9512,173183
XXXX,69.0,3,R,18,,,,0,132.0,9602,85014
XXXX,50.0,2,T,30,,5.0,,0,134.0,9511,113614
XXXX,64.0,1,S,18,,7.0,9.0,4,168.0,9602,35611
XXXX,83.0,2,R,18,,1.0,4.0,2,67.0,9611,185683
XXXX,75.0,2,S,18,,,,0,94.0,9601,34552
XXXX,,1,R,18,,,,0,58.0,9601,24231
XXXX,86.0,1,S,18,2.0,4.0,,0,36.0,9601,155032
XXXX,50.0,2,R,30,,,,0,38.0,9509,119067
XXXX,,4,U,30,,,,0,65.0,9510,135080
XXXX,73.0,2,R,30,,,,0,137.0,9510,53804
XXXX,60.0,2,C,30,,7.0,,0,93.0,9512,34028
XXXX,39.0,4,U,30,2.0,5.0,1.0,1,85.0,9511,67748
XXXX,,2,R,18,,,,0,34.0,9602,140684
XXXX,,4,U,30,,,,0,96.48,9511,143722
XXXX,40.0,2,T,30,,4.0,,0,75.58,9508,176892
XXXX,40.0,1,S,18,1.0,6.0,9.0,2,122.0,9603,104824
XXXX,45.0,2,R,30,,,,0,68.0,9512,58509
XXXX,,1,S,18,,,,0,15.0,9602,90122
XXXX,50.0,1,S,18,,6.0,9.0,8,95.0,9603,19676
XXXX,,2,T,18,,3.0,,0,15.0,9601,110579
XXXX,47.0,3,R,18,,2.0,0.0,1,77.0,9603,98034
XXXX,,2,R,30,,,,0,30.0,9512,128053
XXXX,41.0,2,T,30,,,,0,50.0,9512,31182
XXXX,48.0,1,C,18,,5.0,,0,20.0,9601,70985
XXXX,82.0,2,T,30,,2.0,,0,111.0,9511,123921
XXXX,,2,R,18,,,,0,280.0,9601,175252
XXXX,79.0,3,C,30,,2.0,3.0,6,48.0,9512,152646
XXXX,60.0,2,R,30,,,,0,30.0,9511,62187
XXXX,,1,T,30,,2.0,8.0,0,52.0,9510,30862
XXXX,71.0,2,C,18,,6.0,,0,76.0,9602,75659
XXXX,73.0,3,R,30,,2.0,1.0,1,237.0,9506,137923
XXXX,,3,U,18,,2.0,0.0,0,131.0,9603,147982
XXXX,48.0,2,S,18,,1.0,,0,20.0,9603,91974
XXXX,77.0,1,S,18,,7.0,9.0,6,110.0,9602,6839
XXXX,67.0,2,S,30,,3.0,7.0,0,91.0,9504,73628
XXXX,72.0,1,T,18,,2.0,8.0,0,77.0,9601,178988
XXXX,48.0,2,R,30,,1.0,,0,57.0,9512,137780
XXXX,83.0,1,C,30,,3.0,6.0,2,199.0,9509,8172
XXXX,52.0,1,T,18,,7.0,9.0,12,45.0,9608,186099
XXXX,85.0,2,T,30,,2.0,1.0,0,45.0,9512,131673
XXXX,,1,C,30,,,,0,108.0,9510,160121
XXXX,76.0,2,C,18,,3.0,4.0,18,47.0,9603,31639
XXXX,79.0,2,T,30,,2.0,,0,80.0,9512,138885
XXXX,95.0,2,S,30,,5.0,5.0,8,226.0,9507,175593
XXXX,45.0,2,U,18,,5.0,6.0,7,236.14,9603,148383
XXXX,40.0,2,C,30,,4.0,7.0,1,52.0,9510,80477
XXXX,73.0,1,C,30,,4.0,9.0,2,15.0,9506,134812
XXXX,58.0,2,T,30,2.0,6.0,7.0,5,46.0,9507,61085
XXXX,52.0,2,S,30,,7.0,4.0,1,30.0,9504,150491
XXXX,54.0,2,C,30,2.0,4.0,,0,65.0,9511,140220
XXXX,50.0,3,T,30,1.0,2.0,2.0,0,40.0,9511,48808
XXXX,,2,C,30,,,,0,111.0,9512,127467
XXXX,48.0,1,S,30,,,,0,35.0,9510,164992
XXXX,38.0,1,T,30,3.0,5.0,,0,250.0,9506,16766
XXXX,82.0,,,30,1.0,5.0,3.0,5,212.0,9512,10885
XXXX,56.0,3,T,30,,,,0,400.0,9510,20842
XXXX,46.0,2,R,30,,7.0,,0,118.0,9511,98224
XXXX,86.0,2,T,30,,7.0,,0,294.0,9511,58361
XXXX,83.0,1,S,18,,6.0,8.0,5,177.0,9601,35612
XXXX,84.0,1,U,30,,,,0,177.0,9505,185335
XXXX,,2,R,18,,1.0,,0,44.0,9601,99128
XXXX,78.0,3,C,18,,1.0,3.0,1,109.0,9603,102684
XXXX,,2,C,18,,,,0,204.0,9601,122072
XXXX,,2,S,30,,,,0,188.0,9507,150537
XXXX,52.0,1,T,18,,2.0,,0,119.0,9601,130844
XXXX,49.0,2,C,30,,5.0,7.0,8,126.0,9504,14823
XXXX,43.0,2,S,30,,5.0,4.0,0,145.0,9508,95958
XXXX,42.0,1,S,30,,6.0,,0,41.0,9505,146658
XXXX,13.0,2,S,18,3.0,7.0,,0,111.0,9603,38590
XXXX,26.0,2,C,18,,2.0,5.0,1,29.0,9602,113006
XXXX,64.0,1,S,18,,7.0,,0,38.0,9603,150375
XXXX,82.0,2,T,30,,1.0,0.0,28,1841.0,9509,74461
XXXX,73.0,2,R,18,,3.0,5.0,12,22.0,9603,79333
XXXX,79.0,2,R,30,,1.0,3.0,27,70.0,9512,177596
XXXX,48.0,1,S,18,1.0,4.0,,0,75.0,9602,166338
XXXX,,2,C,30,,2.0,3.0,3,93.0,9510,75591
XXXX,43.0,3,R,18,,1.0,,0,162.0,9602,102600
XXXX,75.0,2,U,30,,5.0,6.0,8,155.0,9512,6450
XXXX,59.0,2,S,18,,3.0,6.0,14,40.0,9603,91786
XXXX,,2,S,18,,4.0,8.0,14,247.0,9603,65732
XXXX,,2,T,18,,5.0,9.0,0,32.0,9601,79261
XXXX,76.0,2,T,30,,3.0,6.0,3,42.0,9509,71417
XXXX,38.0,2,R,18,,1.0,5.0,0,30.0,9602,49382
XXXX,80.0,2,C,18,,7.0,4.0,11,60.0,9603,18726
XXXX,84.0,2,T,30,,2.0,3.0,10,64.0,9512,96531
XXXX,44.0,1,U,30,,3.0,,0,76.0,9509,145354
XXXX,55.0,2,R,30,,4.0,,0,246.0,9512,139901
XXXX,47.0,3,U,18,2.0,4.0,4.0,1,155.0,9603,141316
XXXX,62.0,2,S,18,,4.0,,0,258.0,9601,100148
XXXX,48.0,,,30,,2.0,,0,127.0,9511,30507
XXXX,77.0,2,C,30,,7.0,3.0,1,42.0,9506,21938
XXXX,64.0,1,S,18,,5.0,9.0,7,77.0,9602,68756
XXXX,68.0,3,T,30,,,,0,60.0,9504,154191
XXXX,48.0,1,C,18,1.0,4.0,8.0,21,124.0,9603,50542
XXXX,,2,S,30,,,,0,15.0,9510,67112
XXXX,40.0,2,S,30,1.0,4.0,4.0,1,26.0,9509,139346
XXXX,59.0,1,S,30,,6.0,9.0,0,125.0,9512,68590
XXXX,80.0,2,S,18,,1.0,6.0,4,182.0,9601,190813
XXXX,,2,T,30,,,,0,157.0,9510,154902
XXXX,56.0,3,U,30,,3.0,2.0,4,47.0,9512,130118
XXXX,,2,C,30,,5.0,4.0,0,77.0,9509,161654
XXXX,,2,R,18,,,,0,25.0,9602,183786
XXXX,66.0,2,T,30,,,,0,46.0,9512,51748
XXXX,72.0,,,18,,4.0,6.0,1,80.0,9606,185174
XXXX,,2,R,18,,,,0,78.0,9602,21634
XXXX,51.0,1,C,30,,3.0,6.0,11,26.0,9508,138269
XXXX,37.0,3,R,30,,3.0,1.0,0,130.0,9512,57181
XXXX,41.0,2,S,30,1.0,5.0,6.0,1,20.0,9510,165395
XXXX,59.0,2,R,30,,4.0,1.0,15,23.0,9512,103449
XXXX,,2,C,30,,,,0,20.0,9505,44620
XXXX,,3,R,18,,1.0,,0,32.0,9602,17109
XXXX,64.0,2,T,18,,5.0,,0,106.0,9602,91463
XXXX,94.0,,,30,,6.0,,0,181.0,9512,9488
XXXX,74.0,2,S,30,,5.0,5.0,2,35.0,9509,99571
XXXX,69.0,,,30,,4.0,9.0,29,30.0,9506,190512
XXXX,83.0,2,C,30,,,,0,92.0,9512,118919
XXXX,47.0,1,T,18,,5.0,9.0,7,125.0,9601,31963
XXXX,31.0,3,T,18,1.0,3.0,1.0,4,119.0,9601,173187
XXXX,,2,C,30,,,,0,103.0,9512,61138
XXXX,70.0,3,T,30,,1.0,,0,40.0,9512,64276
XXXX,48.0,2,R,30,1.0,4.0,,0,209.0,9503,63378
XXXX,,1,T,30,,7.0,9.0,1,424.0,9506,1712
XXXX,74.0,2,R,30,,3.0,,0,209.0,9512,72637
XXXX,68.0,2,S,18,,5.0,8.0,2,35.0,9603,65306
XXXX,68.0,2,T,18,,1.0,5.0,1,40.0,9601,98430
XXXX,79.0,,,5,,5.0,6.0,6,412.0,9701,13610
XXXX,44.0,2,R,18,,3.0,,0,34.0,9601,117690
XXXX,80.0,1,S,30,,7.0,9.0,2,154.0,9512,1286
XXXX,24.0,2,S,30,,,,0,116.0,9508,105921
XXXX,73.0,2,C,18,,3.0,7.0,8,46.0,9603,48195
XXXX,51.0,4,U,18,,1.0,0.0,7,78.5,9603,151837
XXXX,,2,R,30,,,,0,244.0,9512,120550
XXXX,80.0,1,C,30,2.0,4.0,7.0,0,210.0,9512,34270
XXXX,79.0,1,S,30,,7.0,,0,211.0,9512,125627
XXXX,71.0,3,C,30,,,,0,70.0,9512,131633
XXXX,76.0,1,C,18,,2.0,8.0,2,79.0,9610,186423
XXXX,61.0,3,C,30,,1.0,0.0,5,25.0,9512,76161
XXXX,,2,S,18,,,,0,15.0,9601,66314
XXXX,61.0,3,R,18,,5.0,2.0,1,157.0,9601,16148
XXXX,63.0,1,S,30,,6.0,8.0,10,60.0,9505,168643
XXXX,55.0,1,S,30,,5.0,8.0,1,442.0,9505,145943
XXXX,40.0,3,R,30,1.0,4.0,1.0,0,122.0,9511,56999
XXXX,68.0,2,T,30,,6.0,5.0,11,45.0,9506,71158
XXXX,,1,C,30,,7.0,,0,112.0,9509,182485
XXXX,70.0,1,T,30,,6.0,,0,195.0,9510,101475
XXXX,84.0,2,T,30,,4.0,5.0,1,132.0,9504,114641
XXXX,84.0,3,C,18,,1.0,,0,129.0,9602,118214
XXXX,77.0,3,T,30,,1.0,,0,99.0,9509,5067
XXXX,,2,T,30,,,,0,73.0,9512,154621
XXXX,,2,R,4,,,,0,257.0,9702,137046
XXXX,87.0,2,C,30,,,,0,85.0,9504,180568
XXXX,68.0,2,S,18,,,,0,31.0,9602,156323
XXXX,,1,U,30,,,,0,20.0,9506,163334
XXXX,,2,R,30,,,,0,189.0,9512,26562
XXXX,,3,T,30,,3.0,,0,245.0,9511,138836
XXXX,,2,R,30,,,,0,85.0,9512,177840
XXXX,56.0,2,S,30,,4.0,5.0,8,55.0,9512,130261
XXXX,64.0,1,S,30,,4.0,8.0,6,195.0,9511,91746
XXXX,65.0,2,C,18,,6.0,3.0,19,20.0,9602,42653
XXXX,72.0,2,S,18,1.0,5.0,8.0,1,25.0,9602,123291
XXXX,83.0,2,T,30,,2.0,3.0,24,283.0,9512,11191
XXXX,44.0,2,S,30,1.0,5.0,6.0,0,136.0,9509,31857
XXXX,26.0,2,R,18,,5.0,5.0,1,42.0,9603,46783
XXXX,71.0,3,C,18,,,,0,111.0,9601,95555
XXXX,,2,C,18,,2.0,,0,149.0,9603,8726
XXXX,45.0,3,C,30,,,,0,105.0,9512,63575
XXXX,,3,C,18,,,,0,46.0,9601,187672
XXXX,78.0,2,T,30,,2.0,,0,183.0,9511,84521
XXXX,92.0,3,U,18,,1.0,2.0,0,105.0,9603,181915
XXXX,72.0,3,T,30,,4.0,2.0,0,136.0,9505,131203
XXXX,,1,S,30,,6.0,9.0,14,80.0,9509,150864
XXXX,,3,C,30,,,,0,82.0,9511,187972
XXXX,58.0,2,T,30,,5.0,2.0,25,28.95,9512,120278
XXXX,,3,S,30,,5.0,,0,153.0,9504,76019
XXXX,,,,18,,,,0,104.0,9603,92585
XXXX,46.0,1,U,30,,7.0,,0,78.0,9512,14759
XXXX,50.0,2,T,18,,5.0,2.0,4,35.0,9601,134016
XXXX,,1,C,30,,4.0,9.0,4,15.0,9506,40672
XXXX,,1,S,30,,,,0,70.0,9508,165191
XXXX,74.0,1,C,18,,5.0,7.0,4,231.0,9601,136384
XXXX,44.0,2,R,30,,2.0,,0,50.0,9511,51855
XXXX,74.0,2,S,30,,,,0,169.0,9508,33132
XXXX,52.0,1,T,30,,7.0,,0,70.0,9509,178986
XXXX,,2,S,30,,5.0,,0,29.0,9512,150714
XXXX,43.0,1,S,30,1.0,7.0,8.0,7,228.0,9512,92373
XXXX,89.0,1,U,30,,,,0,67.0,9511,163969
XXXX,58.0,2,C,30,,4.0,,0,35.0,9512,177185
XXXX,57.0,2,S,30,2.0,3.0,4.0,1,88.0,9508,154844
XXXX,,3,U,30,1.0,5.0,,0,25.0,9509,142528
XXXX,93.0,1,U,30,,7.0,9.0,6,365.0,9506,90602
XXXX,88.0,1,T,18,,4.0,9.0,11,123.0,9601,63105
XXXX,76.0,2,T,30,,4.0,,0,105.0,9512,101343
XXXX,76.0,1,S,18,,4.0,9.0,19,138.0,9612,188503
XXXX,56.0,3,S,18,,4.0,,0,56.0,9601,45581
XXXX,67.0,1,U,30,,7.0,9.0,7,25.0,9506,73692
XXXX,30.0,1,T,30,,7.0,9.0,1,35.0,9512,55318
XXXX,68.0,2,R,30,,2.0,3.0,24,320.0,9511,14557
XXXX,80.0,3,S,30,,1.0,,0,166.0,9512,182053
XXXX,76.0,1,S,30,,5.0,9.0,1,33.0,9512,28629
XXXX,50.0,2,T,18,,,,0,66.0,9601,23405
XXXX,54.0,2,T,18,,2.0,,0,86.0,9603,107994
XXXX,,2,T,18,,,,0,91.0,9602,154353
XXXX,68.0,2,R,30,,4.0,,0,51.0,9511,118435
XXXX,56.0,1,U,30,,4.0,,0,202.0,9507,136903
XXXX,78.0,2,C,18,2.0,2.0,,0,94.0,9602,159756
XXXX,,1,S,30,,,,0,162.0,9504,146664
XXXX,,2,C,18,,,,0,21.0,9601,137729
XXXX,66.0,2,S,18,,4.0,6.0,1,176.0,9611,13492
XXXX,77.0,1,C,18,,3.0,9.0,5,103.0,9601,42649
XXXX,36.0,3,S,30,,4.0,4.0,6,39.0,9504,68533
XXXX,39.0,2,S,30,,7.0,,0,125.0,9512,174389
XXXX,92.0,3,R,18,,6.0,,0,106.0,9602,161196
XXXX,80.0,2,R,30,,2.0,5.0,14,218.0,9512,174913
XXXX,64.0,1,T,30,1.0,4.0,9.0,1,27.0,9509,59669
XXXX,,3,R,30,,,,0,66.0,9506,139177
XXXX,76.0,2,C,18,,,,0,130.0,9601,71462
XXXX,50.0,1,S,18,,,,0,71.0,9603,156315
XXXX,39.0,1,S,18,,,,0,126.0,9601,148099
XXXX,41.0,2,S,30,,,,0,83.0,9511,56895
XXXX,69.0,3,S,30,,4.0,8.0,0,103.0,9504,22476
XXXX,76.0,2,S,30,,4.0,6.0,2,323.0,9509,8810
XXXX,,1,S,18,,,,0,66.0,9601,23682
XXXX,,2,S,30,,2.0,,0,40.0,9512,28454
XXXX,88.0,3,C,30,,2.0,2.0,2,75.0,9512,43630
XXXX,89.0,2,S,30,,5.0,3.0,0,265.0,9505,149523
XXXX,42.0,2,T,30,5.0,1.0,,0,125.0,9506,139867
XXXX,,2,U,18,,1.0,6.0,1,62.0,9602,65550
XXXX,30.0,1,U,30,,6.0,8.0,0,20.0,9507,135833
XXXX,73.0,1,S,5,,4.0,8.0,36,137.0,9701,12972
XXXX,78.0,1,C,18,1.0,4.0,9.0,6,129.0,9602,86454
XXXX,35.0,2,S,30,,5.0,8.0,0,61.0,9512,141726
XXXX,74.0,3,T,30,,1.0,,0,32.0,9512,63870
XXXX,34.0,1,S,30,4.0,5.0,8.0,9,91.0,9509,119591
XXXX,65.0,2,U,18,,4.0,6.0,11,255.0,9603,181994
XXXX,87.0,3,C,18,,,,0,131.0,9601,81110
XXXX,,2,S,18,,,,0,101.0,9602,90444
XXXX,,3,C,30,,6.0,,0,237.0,9512,109001
XXXX,,3,R,30,,5.0,,0,91.0,9512,18999
XXXX,70.0,2,S,30,,7.0,9.0,0,25.0,9507,28618
XXXX,60.0,3,C,30,,,,0,46.0,9507,60841
XXXX,72.0,1,S,18,,4.0,,0,320.0,9602,7688
XXXX,,2,T,30,,,,0,216.0,9512,160229
XXXX,79.0,3,R,30,,2.0,1.0,2,91.0,9510,24161
XXXX,56.0,2,R,30,,3.0,3.0,18,88.0,9512,81988
XXXX,90.0,1,C,30,,1.0,9.0,1,144.0,9505,54513
XXXX,46.0,2,T,18,,,,0,140.0,9601,177517
XXXX,50.0,1,C,18,,4.0,9.0,8,20.0,9602,134815
XXXX,,2,R,30,,2.0,,0,108.0,9511,62799
XXXX,73.0,2,T,18,,2.0,5.0,16,30.0,9602,71156
XXXX,50.0,1,S,30,1.0,5.0,,0,50.0,9503,84065
XXXX,65.0,2,S,30,,4.0,7.0,45,129.0,9504,66670
XXXX,36.0,2,T,30,,5.0,7.0,1,87.0,9511,175005
XXXX,,2,S,30,,,,0,25.0,9506,158524
XXXX,37.0,2,T,30,,3.0,4.0,0,140.0,9512,127782
XXXX,,1,T,30,,,,0,45.0,9512,190097
XXXX,81.0,3,C,30,,,,0,27.0,9510,106207
XXXX,38.0,2,S,30,,5.0,7.0,0,44.0,9512,102475
XXXX,56.0,3,C,18,,2.0,,0,21.0,9603,15728
XXXX,84.0,1,C,30,,5.0,9.0,9,171.0,9506,38823
XXXX,56.0,1,C,30,,3.0,9.0,2,152.0,9510,58227
XXXX,34.0,2,R,30,,5.0,3.0,2,62.0,9508,133898
XXXX,51.0,2,T,4,2.0,6.0,,0,168.0,9702,1993
XXXX,58.0,1,T,18,,6.0,8.0,3,20.0,9602,17506
XXXX,50.0,2,T,30,,5.0,8.0,1,127.0,9509,69992
XXXX,,3,S,30,,,,0,208.5,9511,105732
XXXX,63.0,1,U,30,,4.0,,0,151.0,9511,145482
XXXX,56.0,2,T,18,,1.0,,0,25.0,9603,97146
XXXX,32.0,2,R,18,,5.0,,0,50.0,9601,160931
XXXX,82.0,1,U,18,,7.0,6.0,0,15.0,9601,166301
XXXX,68.0,1,U,18,,7.0,9.0,19,31.0,9604,2884
XXXX,77.0,3,T,18,,1.0,1.0,2,22.0,9603,96126
XXXX,56.0,1,S,30,,7.0,8.0,5,36.0,9507,73662
XXXX,87.0,2,R,30,,2.0,,0,81.0,9507,72135
XXXX,44.0,1,C,18,,6.0,6.0,3,668.0,9610,8041
XXXX,,1,S,30,,6.0,,0,50.0,9512,136415
XXXX,,2,R,18,,,,0,20.0,9601,22823
XXXX,,1,U,18,,,,0,77.5,9601,94849
XXXX,82.0,3,R,30,,1.0,0.0,18,80.0,9512,11258
XXXX,84.0,2,R,30,,5.0,2.0,0,127.0,9510,160095
XXXX,36.0,2,R,18,1.0,2.0,4.0,1,31.0,9602,23414
XXXX,48.0,1,C,30,,4.0,,0,156.0,9504,153820
XXXX,39.0,2,S,18,,5.0,7.0,9,20.0,9601,90303
XXXX,74.0,,,18,,2.0,1.0,7,48.0,9601,169172
XXXX,70.0,3,T,30,1.0,7.0,,0,86.0,9507,72534
XXXX,68.0,2,R,18,,3.0,,0,25.0,9601,19007
XXXX,,1,S,18,,6.0,6.0,0,70.0,9603,166894
XXXX,74.0,2,T,18,,1.0,0.0,6,50.0,9602,107600
XXXX,54.0,2,T,30,,5.0,5.0,1,128.0,9511,117995
XXXX,71.0,2,R,30,,3.0,,0,119.0,9503,105102
XXXX,73.0,1,S,30,,5.0,7.0,1,111.0,9511,50977
XXXX,46.0,2,R,30,,2.0,,0,65.0,9511,62502
XXXX,,2,R,30,,7.0,,0,47.0,9511,84989
XXXX,68.0,3,R,30,,3.0,,0,274.0,9512,86705
XXXX,58.0,3,C,18,,4.0,,0,191.0,9601,138033
XXXX,,3,C,30,,,,0,32.0,9512,187376
XXXX,,3,T,18,,2.0,2.0,8,177.0,9603,44995
XXXX,43.0,3,C,30,2.0,5.0,,0,82.0,9509,155274
XXXX,46.0,2,T,30,,2.0,5.0,0,229.0,9510,27591
XXXX,60.0,3,S,30,,4.0,6.0,0,30.0,9511,67905
XXXX,,1,T,30,,,,0,181.0,9512,11911
XXXX,65.0,2,R,30,,7.0,,0,158.0,9511,55479
XXXX,67.0,1,S,30,,4.0,9.0,15,26.0,9506,136781
XXXX,57.0,1,T,30,,5.0,8.0,11,49.0,9509,131563
XXXX,,2,T,18,,2.0,,0,100.0,9602,3262
XXXX,,2,R,30,,,,0,105.0,9504,85174
XXXX,,3,T,30,1.0,3.0,,0,100.0,9506,25415
XXXX,46.0,1,S,18,1.0,7.0,9.0,11,20.0,9603,67330
XXXX,43.0,1,U,30,,,,0,20.0,9512,145319
XXXX,32.0,1,S,30,,1.0,9.0,0,26.0,9512,165342
XXXX,52.0,1,S,18,,4.0,5.0,1,25.0,9602,183969
XXXX,,2,R,18,,7.0,,0,94.0,9601,173079
XXXX,38.0,2,R,18,,5.0,,0,40.0,9602,131178
XXXX,,2,T,30,,5.0,,0,51.0,9506,110064
XXXX,,1,T,30,,5.0,9.0,13,107.0,9510,60678
XXXX,71.0,2,C,30,,4.0,3.0,3,75.0,9506,180682
XXXX,58.0,2,S,30,,4.0,,0,140.0,9506,12339
XXXX,,1,C,30,,,,0,75.0,9511,114468
XXXX,69.0,1,T,30,5.0,6.0,9.0,10,196.0,9509,74928
XXXX,47.0,1,C,30,1.0,6.0,9.0,1,140.0,9511,121732
XXXX,,3,U,18,,,,0,57.0,9602,167852
XXXX,38.0,2,S,30,3.0,5.0,,0,40.0,9507,89277
XXXX,51.0,2,S,18,,3.0,,0,476.0,9601,115572
XXXX,90.0,1,U,30,,5.0,9.0,0,162.0,9512,139508
XXXX,77.0,2,R,18,,,,0,232.0,9601,24794
XXXX,85.0,1,T,30,,7.0,8.0,10,134.0,9510,71571
XXXX,26.0,2,U,30,,6.0,5.0,6,25.0,9510,93273
XXXX,72.0,3,C,30,,4.0,4.0,2,116.0,9506,51548
XXXX,68.0,2,C,18,,,,0,15.0,9601,39865
XXXX,52.0,2,C,30,,1.0,6.0,3,30.0,9511,134131
XXXX,50.0,1,R,18,,2.0,,0,15.0,9603,164060
XXXX,,3,R,30,,,,0,70.0,9507,111349
XXXX,,2,T,18,,,,0,21.0,9603,108632
XXXX,,1,S,30,,2.0,,0,79.0,9504,129787
XXXX,68.0,2,C,18,,3.0,4.0,0,91.0,9601,99999
XXXX,84.0,2,C,18,,4.0,6.0,1,15.0,9603,25856
XXXX,42.0,2,S,30,1.0,1.0,6.0,28,123.0,9510,28583
XXXX,46.0,3,C,30,,4.0,0.0,8,98.0,9509,32778
