STATE,TIMEDIFF,SESNEI,UCITY,AGE,MDMAUD,DOMAIN,CLUSTER,HOMEOWNR,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,RAMNTALL,LASTGIFT,LASTDATE,TIMELAG,AVGGIFT,CONTROLN
WI,18,1,S,34.0,XXXX,S1,11.0, ,,,M,,0,88.0,15.0,9512,10.0,8.8,78820
CA,18,1,S,72.0,XXXX,S1,12.0,H,,7.0,M,6.0,1,117.0,5.0,9512,12.0,7.8,169423
FL,17,3,T,89.0,XXXX,T3,41.0, ,,,F,,0,127.0,13.0,9601,3.0,7.9375,43037
HI,19,1,S,,XXXX,S1,12.0,H,,4.0,M,9.0,4,70.0,10.0,9511,18.0,14.0,173850
TX,21,1,T,74.0,XXXX,T1,35.0,H,,7.0,M,9.0,3,69.0,25.0,9509,9.0,17.25,127189
TX,17,3,C,,XXXX,C3,31.0, ,,,F,,0,79.0,35.0,9601,6.0,26.333333333,125299
FL,15,1,R,52.0,XXXX,R1,42.0,H,,6.0,M,7.0,0,31.0,9.0,9603,12.0,7.75,35130
SC,22,2,R,50.0,XXXX,R2,47.0, ,,,F,,0,60.0,15.0,9508,5.0,15.0,23744
LA,18,2,T,35.0,XXXX,T2,36.0,U,,4.0,M,6.0,14,89.0,15.0,9512,9.0,8.9,109085
CA,17,2,U,,XXXX,U2,7.0, ,,,F,,0,63.0,13.0,9601,9.0,7.875,144521
AK,24,2,T,,XXXX,T2,40.0, ,,, ,,0,112.0,17.0,9506,0.0,14.0,184828
NC,18,2,R,34.0,XXXX,R2,47.0,U,,1.0,F,,0,47.0,25.0,9512,26.0,11.75,20991
NY,18,3,S,85.0,XXXX,S3,21.0,H,,1.0,M,3.0,3,34.0,15.0,9512,12.0,11.333333333,37079
FL,24,2,C,68.0,XXXX,C2,28.0,H,,3.0,F,,0,33.0,25.0,9506,5.0,11.0,36296
MI,16,,,83.0,XXXX, ,,H,,2.0,M,5.0,2,319.0,41.0,9602,1.0,26.583333333,4745
AK,16,2,T,,XXXX,T2,39.0,U,,2.0,M,,0,35.0,20.0,9602,14.0,11.666666667,184867
WY,16,,,,XXXX, ,,H,,6.0,F,9.0,1,180.0,35.0,9602,5.0,20.0,132863
IN,16,2,R,,XXXX,R2,46.0, ,,,F,,0,73.0,20.0,9602,16.0,10.428571429,61740
MI,6,2,U,80.0,XXXX,U2,5.0,H,,2.0,M,,0,127.0,5.0,9612,19.0,7.9375,3380
WI,21,1,S,39.0,XXXX,S1,15.0,H,2.0,4.0,F,5.0,3,160.0,10.0,9509,5.0,12.307692308,79723
CA,17,1,S,72.0,XXXX,S1,13.0,H,,6.0,U,9.0,13,58.0,20.0,9601,1.0,19.333333333,12742
MI,19,3,C,69.0,XXXX,C3,30.0,U,,1.0,F,3.0,3,10253.0,10000.0,9511,2.0,353.55172414,185154
FL,17,2,T,65.0,XXXX,T2,37.0,H,,3.0,M,3.0,6,155.0,16.0,9601,4.0,8.1578947368,44306
KY,18,2,T,42.0,XXXX,T2,36.0,H,1.0,5.0,M,6.0,2,160.0,19.0,9512,8.0,13.333333333,57170
NC,19,2,R,,XXXX,R2,46.0, ,,,M,,0,152.0,8.0,9511,3.0,5.8461538462,21953
IL,17,1,S,61.0,XXXX,S1,12.0,H,,6.0,F,8.0,4,52.0,15.0,9601,9.0,8.6666666667,91741
WA,18,2,T,46.0,XXXX,T2,40.0,H,1.0,2.0,F,,0,233.0,5.0,9512,3.0,10.130434783,182449
AZ,21,1,S,80.0,XXXX,S1,11.0,H,1.0,1.0,F,7.0,2,160.0,10.0,9509,11.0,12.307692308,135226
MI,20,3,C,,XXXX,C3,30.0,U,,5.0,M,,0,20.0,20.0,9510,,20.0,70269
IN,19,3,S,,XXXX,S3,21.0,U,,1.0,U,5.0,1,35.0,15.0,9511,5.0,11.666666667,60522
CA,26,2,C,48.0,XXXX,C2,25.0,H,,5.0,F,4.0,0,52.0,16.0,9504,6.0,13.0,160706
IA,16,3,R,55.0,XXXX,R3,51.0,U,,7.0,M,2.0,4,76.0,17.0,9602,8.0,9.5,75605
WI,17,3,U,34.0,XXXX,U3,8.0,H,2.0,3.0,M,1.0,0,18.0,18.0,9601,,18.0,78388
CA,21,1,S,42.0,XXXX,S1,13.0,H,,6.0,M,,0,146.0,15.0,9509,6.0,16.222222222,144794
OR,6,3,C,37.0,XXXX,C3,30.0,U,,6.0,F,,0,164.0,25.0,9612,1.0,14.909090909,3697
TX,15,3,R,65.0,XXXX,R3,53.0,U,,5.0,M,1.0,1,169.0,17.0,9603,6.0,14.083333333,120159
FL,20,2,C,56.0,XXXX,C2,25.0,U,,2.0,F,,0,72.0,7.0,9510,5.0,6.5454545455,33369
CA,13,2,R,72.0,XXXX,R2,46.0,H,,1.0,M,3.0,2,25.0,0.0,9605,5.0,25.0,185508
IA,15,2,C,37.0,XXXX,C2,28.0,U,,3.0,F,5.0,31,107.0,11.0,9603,24.0,9.7272727273,77063
MI,17,3,U,40.0,XXXX,U3,9.0,U,,5.0,F,,0,46.0,7.0,9601,5.0,5.75,2421
CA,15,2,R,,XXXX,R2,48.0,H,,6.0,F,,0,97.0,20.0,9603,17.0,10.777777778,159559
TN,19,1,U,56.0,XXXX,U1,3.0,U,,2.0,F,,0,30.0,20.0,9511,9.0,15.0,53255
HI,16,3,C,63.0,XXXX,C3,31.0,H,,4.0,F,1.0,0,15.0,15.0,9602,,15.0,173901
TN,22,2,T,88.0,XXXX,T2,36.0,U,,2.0,M,8.0,2,229.0,5.0,9508,1.0,5.8717948718,52470
TX,16,1,C,72.0,XXXX,C1,22.0,U,,1.0,M,,0,105.0,6.0,9602,10.0,8.0769230769,119600
IL,18,1,U,70.0,XXXX,U1,3.0,H,1.0,4.0,M,,0,25.0,15.0,9512,13.0,12.5,94243
LA,16,1,U,,XXXX,U1,1.0,U,,3.0,M,1.0,0,40.0,11.0,9602,7.0,6.6666666667,108314
AK,16,2,S,42.0,XXXX,S2,18.0,U,2.0,4.0,F,,0,93.0,15.0,9602,15.0,15.5,184649
TX,18,3,U,74.0,XXXX,U3,8.0,H,,1.0,M,4.0,0,84.0,19.0,9512,8.0,7.6363636364,116926
CO,24,2,R,,XXXX,R2,44.0, ,,,M,,0,112.0,15.0,9506,11.0,18.666666667,129898
TX,18,3,R,,XXXX,R3,52.0, ,,,F,,0,20.0,20.0,9512,,20.0,124614
NV,15,2,S,32.0,XXXX,S2,18.0,H,2.0,6.0,F,,0,294.0,15.0,9603,23.0,15.473684211,140908
KY,19,3,S,65.0,XXXX,S3,21.0,H,,3.0,M,6.0,1,96.0,11.0,9511,7.0,8.0,56620
NC,27,2,T,84.0,XXXX,T2,40.0,H,,4.0,F,5.0,2,73.0,18.0,9503,12.0,12.166666667,15725
CA,19,1,C,57.0,XXXX,C1,23.0,H,,5.0,M,6.0,6,93.0,20.0,9511,3.0,13.285714286,152988
TX,17,3,C,63.0,XXXX,C3,30.0,H,,1.0,M,4.0,8,96.0,40.0,9601,4.0,19.2,119349
IL,24,1,S,69.0,XXXX,S1,14.0,H,,6.0,M,9.0,56,179.0,15.0,9506,7.0,14.916666667,88724
IN,26,3,C,56.0,XXXX,C3,31.0, ,,,F,,0,46.0,21.0,9504,2.0,15.333333333,61905
FL,21,1,S,,XXXX,S1,12.0, ,,,F,,0,99.0,25.0,9509,12.0,16.5,41517
IL,16,1,C,50.0,XXXX,C1,22.0,H,1.0,4.0,M,7.0,4,64.0,15.0,9602,1.0,9.1428571429,90514
AZ,21,2,C,77.0,XXXX,C2,29.0,H,,4.0,F,6.0,1,257.0,25.0,9509,4.0,14.277777778,6800
TX,21,1,C,62.0,XXXX,C1,24.0,H,,7.0,M,9.0,40,25.0,25.0,9509,,25.0,121745
CA,23,1,T,51.0,XXXX,T1,35.0,H,,5.0,F,7.0,1,150.0,13.0,9507,1.0,8.3333333333,170532
IL,15,1,U,48.0,XXXX,U1,3.0,H,,6.0,F,,0,114.0,12.0,9603,5.0,9.5,93183
NC,24,1,S,48.0,XXXX,S1,15.0,H,,5.0,M,8.0,3,20.0,20.0,9506,,20.0,17574
WA,19,2,R,54.0,XXXX,R2,46.0,H,,1.0,M,,0,20.0,20.0,9511,,20.0,183138
TN,20,3,T,33.0,XXXX,T3,41.0, ,,,M,,0,40.0,10.0,9510,6.0,10.0,54054
AL,24,2,S,50.0,XXXX,S2,16.0,H,2.0,3.0,F,6.0,9,61.0,20.0,9506,4.0,15.25,47289
IL,17,2,C,81.0,XXXX,C2,27.0,U,,1.0,F,3.0,2,210.0,50.0,9601,3.0,30.0,2026
TX,18,3,T,64.0,XXXX,T3,41.0,H,,5.0,M,,0,155.0,15.0,9512,4.0,25.833333333,127588
TN,17,2,T,,XXXX,T2,36.0,H,,5.0,F,,0,60.0,10.0,9601,4.0,6.6666666667,54245
AZ,15,3,S,82.0,XXXX,S3,21.0, ,,,F,,0,128.0,13.0,9603,11.0,9.8461538462,135619
AZ,23,1,S,47.0,XXXX,S1,12.0, ,,,M,,0,35.0,15.0,9507,12.0,11.666666667,40374
KY,16,2,R,80.0,XXXX,R2,48.0,U,,2.0,F,8.0,1,47.0,8.0,9602,9.0,6.7142857143,58543
MI,15,2,S,59.0,XXXX,S2,18.0,H,,5.0,F,8.0,8,68.5,5.0,9603,5.0,3.6052631579,69058
IL,25,2,R,50.0,XXXX,R2,46.0,U,,4.0,F,,0,80.0,20.0,9505,6.0,20.0,97973
CA,16,1,U,,XXXX,U1,3.0, ,,, ,,0,15.0,15.0,9602,,15.0,171820
CA,17,1,T,36.0,XXXX,T1,35.0,H,,4.0,F,4.0,1,97.0,12.0,9601,2.0,9.7,160386
FL,15,,,,XXXX, ,,U,,4.0,M,8.0,0,104.0,10.0,9603,1.0,10.4,10254
CA,18,1,T,80.0,XXXX,T1,34.0,H,,6.0,F,7.0,6,259.0,62.0,9512,21.0,43.166666667,170520
MO,15,1,C,40.0,XXXX,C1,24.0,U,,7.0,F,8.0,4,42.0,10.0,9603,9.0,10.5,105122
WA,16,1,T,64.0,XXXX,T1,35.0,H,,3.0,M,8.0,19,162.0,10.0,9602,21.0,12.461538462,184151
MI,18,2,S,86.0,XXXX,S2,16.0,U,,6.0,F,8.0,14,60.0,20.0,9512,3.0,15.0,68486
FL,18,3,S,54.0,XXXX,S3,21.0,H,4.0,5.0,M,3.0,2,67.0,22.0,9512,13.0,16.75,33150
CA,18,2,S,,XXXX,S2,19.0, ,,,F,,0,25.0,15.0,9512,26.0,12.5,147513
IN,17,3,S,46.0,XXXX,S3,21.0,H,1.0,4.0,F,,0,20.0,20.0,9601,,20.0,60272
WA,16,2,S,,XXXX,S2,16.0,H,,2.0,F,4.0,15,49.0,10.0,9602,4.0,8.1666666667,183016
FL,24,2,T,39.0,XXXX,T2,39.0,H,,7.0,M,5.0,2,89.0,15.0,9506,10.0,9.8888888889,43281
CA,19,2,U,57.0,XXXX,U2,4.0,H,,5.0,F,4.0,0,116.0,25.0,9511,5.0,19.333333333,167850
TN,24,2,R,76.0,XXXX,R2,46.0,H,,7.0,M,5.0,1,15.0,15.0,9506,,15.0,52233
MN,16,3,R,58.0,XXXX,R3,53.0,H,,3.0,F,,0,109.0,5.0,9602,6.0,5.45,84905
TN,16,1,T,69.0,XXXX,T1,35.0,H,,6.0,F,8.0,9,92.0,11.0,9602,4.0,7.6666666667,51245
KY,17,2,R,50.0,XXXX,R2,49.0,H,1.0,4.0,F,7.0,11,35.0,7.0,9601,3.0,5.0,58437
NE,18,3,R,,XXXX,R3,53.0, ,,,M,,0,132.0,15.0,9512,4.0,7.7647058824,107619
WA,18,1,R,,XXXX,R1,42.0, ,,,F,,0,64.05,5.0,9512,1.0,3.2025,182813
TX,19,1,T,74.0,XXXX,T1,34.0,H,,2.0,F,8.0,1,24.0,9.0,9511,1.0,8.0,120194
CA,16,2,C,,XXXX,C2,29.0, ,,,M,,0,28.0,28.0,9602,,28.0,154421
IL,20,2,S,81.0,XXXX,S2,20.0,U,,1.0,M,7.0,3,105.0,25.0,9510,10.0,17.5,94998
NC,23,2,C,41.0,XXXX,C2,28.0,U,,3.0,F,4.0,2,88.0,18.0,9507,0.0,9.7777777778,762
FL,22,2,S,81.0,XXXX,S2,18.0,H,,1.0,F,6.0,7,77.0,15.0,9508,13.0,11.0,38059
IL,19,3,T,31.0,XXXX,T3,41.0,H,,5.0,F,1.0,2,67.0,16.0,9511,2.0,13.4,95094
CA,18,2,U,47.0,XXXX,U2,7.0,H,1.0,4.0,M,6.0,0,27.0,6.0,9512,2.0,6.75,148612
CA,23,1,S,,XXXX,S1,15.0, ,,,F,,0,28.0,15.0,9507,6.0,14.0,161946
CA,21,2,S,82.0,XXXX,S2,16.0, ,,,F,,0,71.0,15.0,9509,21.0,7.8888888889,169316
WA,18,1,T,64.0,XXXX,T1,35.0,H,,4.0,F,7.0,0,126.0,25.0,9512,6.0,18.0,184258
WI,16,2,R,69.0,XXXX,R2,49.0,H,,2.0,M,4.0,1,129.25,20.0,9602,3.0,11.75,79739
WA,25,2,T,71.0,XXXX,T2,36.0, ,,,M,,0,72.0,20.0,9505,13.0,14.4,181431
CA,16,2,U,31.0,XXXX,U2,5.0,H,2.0,5.0,M,5.0,2,180.0,3.0,9602,1.0,5.4545454545,155399
CA,18,1,S,,XXXX,S1,13.0,H,,6.0,F,9.0,20,39.0,17.0,9512,3.0,9.75,165373
AZ,15,2,R,,XXXX,R2,45.0,H,,2.0,F,1.0,0,44.0,7.0,9603,10.0,5.5,138884
TX,21,1,S,,XXXX,S1,14.0,H,4.0,4.0,M,9.0,1,20.0,20.0,9509,,20.0,123163
MI,17,3,S,44.0,XXXX,S3,21.0,H,3.0,5.0,J,2.0,0,51.0,15.0,9601,8.0,10.2,67166
GA,18,2,U,53.0,XXXX,U2,4.0,H,,7.0,M,5.0,0,25.0,25.0,9512,,25.0,136059
CA,18,1,U,76.0,XXXX,U1,3.0,H,,5.0,M,6.0,1,35.0,25.0,9512,24.0,17.5,162981
TX,25,1,C,57.0,XXXX,C1,24.0,H,,6.0,M,9.0,1,89.0,15.0,9505,6.0,6.3571428571,118760
AL,16,1,S,42.0,XXXX,S1,11.0, ,,,F,,0,58.0,14.0,9602,27.0,11.6,48175
OR,18,2,C,,XXXX,C2,25.0,U,,1.0,U,0.0,3,53.0,10.0,9512,1.0,3.1176470588,175282
OR,16,2,T,31.0,XXXX,T2,40.0,U,,6.0,F,4.0,2,20.0,20.0,9602,,20.0,177484
WI,18,3,C,47.0,XXXX,C3,30.0,H,,4.0,M,5.0,11,95.0,7.0,9512,4.0,4.75,80481
KY,22,3,T,87.0,XXXX,T3,41.0,U,,3.0,F,,0,139.0,20.0,9508,16.0,10.692307692,57194
TX,17,2,T,,XXXX,T2,39.0,H,,5.0,F,6.0,12,156.0,15.0,9601,5.0,11.142857143,123401
IL,17,3,S,52.0,XXXX,S3,21.0,H,,6.0,M,,0,226.0,25.0,9601,6.0,17.384615385,89065
FL,16,2,R,,XXXX,R2,45.0, ,,,M,,0,23.0,23.0,9602,,23.0,33707
CA,19,2,U,73.0,XXXX,U2,7.0,H,,5.0,F,2.0,1,143.0,20.0,9511,9.0,10.214285714,5539
WI,21,2,T,,XXXX,T2,40.0, ,,,F,,0,60.0,20.0,9509,5.0,20.0,79418
KY,15,1,C,75.0,XXXX,C1,22.0,U,,3.0,F,8.0,0,211.0,14.0,9603,3.0,10.55,57298
MI,22,2,C,55.0,XXXX,C2,27.0,H,,6.0,F,6.0,37,417.0,100.0,9508,8.0,52.125,5774
CA,15,2,T,44.0,XXXX,T2,40.0,U,,2.0,M,,0,80.0,12.0,9603,8.0,7.2727272727,156099
AL,15,2,T,48.0,XXXX,T2,38.0,H,2.0,6.0,F,6.0,1,20.0,20.0,9603,,20.0,49689
MS,18,1,T,66.0,XXXX,T1,34.0,H,,4.0,M,9.0,15,126.0,10.0,9512,2.0,9.6923076923,54903
WI,18,2,T,,XXXX,T2,38.0, ,,,F,,0,76.0,11.0,9512,7.0,5.8461538462,77952
GA,21,2,S,86.0,XXXX,S2,16.0,H,,7.0,M,7.0,16,192.0,5.0,9509,12.0,8.347826087,26405
GA,16,2,T,50.0,XXXX,T2,36.0,H,,3.0,F,,0,44.0,20.0,9602,9.0,14.666666667,30912
MI,24,1,R,44.0,XXXX,R1,42.0,U,,4.0,M,7.0,0,65.0,15.0,9506,7.0,9.2857142857,66147
MS,23,2,R,38.0,XXXX,R2,45.0,H,4.0,4.0,F,6.0,1,20.0,15.0,9507,6.0,10.0,54932
LA,16,3,R,39.0,XXXX,R3,51.0, ,,,F,,0,43.0,20.0,9602,15.0,10.75,110668
TX,21,1,C,36.0,XXXX,C1,22.0,H,,5.0,F,7.0,2,326.0,20.0,9509,32.0,15.523809524,14672
NM,16,1,R,,XXXX,R1,42.0,H,3.0,5.0,M,,0,308.03,10.0,9602,1.0,8.8008571429,139969
FL,15,3,C,77.0,XXXX,C3,30.0,H,,3.0,U,3.0,11,146.25,4.5,9603,10.0,7.3125,33643
TX,16,1,U,48.0,XXXX,U1,3.0,H,2.0,4.0,F,,0,60.0,5.0,9602,4.0,5.4545454545,126090
IN,15,2,R,,XXXX,R2,46.0,U,,6.0,F,,0,25.0,25.0,9603,,25.0,61973
FL,24,1,S,41.0,XXXX,S1,13.0,H,1.0,7.0,F,,0,332.0,40.0,9506,6.0,30.181818182,45853
AZ,26,2,R,32.0,XXXX,R2,49.0,H,,5.0,F,,0,68.0,16.0,9504,13.0,13.6,137025
WA,24,2,T,59.0,XXXX,T2,36.0,H,,4.0,F,1.0,14,101.0,13.0,9506,4.0,7.2142857143,182711
WA,23,1,S,64.0,XXXX,S1,12.0,H,,5.0,F,6.0,3,188.0,25.0,9507,13.0,18.8,161447
MS,24,2,R,54.0,XXXX,R2,43.0,U,,1.0,F,7.0,8,15.0,15.0,9506,,15.0,54749
MO,18,3,R,68.0,XXXX,R3,51.0,U,,2.0,M,2.0,10,122.0,15.0,9512,10.0,15.25,103051
MN,17,2,S,80.0,XXXX,S2,16.0, ,,,M,,0,43.0,3.0,9601,2.0,3.5833333333,83788
GA,18,2,T,64.0,XXXX,T2,39.0,H,,4.0,F,,0,166.0,10.0,9512,2.0,13.833333333,29627
LA,18,1,U,32.0,XXXX,U1,2.0,H,,5.0,M,,0,25.0,15.0,9512,10.0,12.5,107903
CA,21,2,U,47.0,XXXX,U2,4.0, ,,,M,,0,20.0,20.0,9509,,20.0,143020
TX,5,3,R,74.0,XXXX,R3,53.0,U,,1.0,F,,0,87.0,25.0,9701,17.0,17.4,188662
IL,18,1,S,59.0,XXXX,S1,12.0,H,,5.0,M,7.0,0,149.0,12.0,9512,3.0,9.9333333333,91376
NC,16,1,C,54.0,XXXX,C1,24.0,H,,7.0,F,9.0,0,30.0,30.0,9602,,30.0,20563
NC,15,1,T,77.0,XXXX,T1,35.0,H,,5.0,F,9.0,4,64.0,5.0,9603,14.0,6.4,16620
LA,26,3,T,,XXXX,T3,41.0, ,,,M,,0,108.0,15.0,9504,15.0,10.8,108629
CA,22,3,T,,XXXX,T3,41.0, ,,,M,,0,195.0,10.0,9508,9.0,12.1875,153894
MN,17,1,U,75.0,XXXX,U1,2.0,H,,5.0,M,6.0,12,90.0,9.0,9601,6.0,7.5,83608
FL,23,2,R,,XXXX,R2,49.0,H,,4.0,F,,0,78.0,8.0,9507,3.0,5.5714285714,21618
WI,18,3,R,54.0,XXXX,R3,51.0,U,,2.0,M,1.0,1,143.0,42.0,9512,10.0,28.6,79183
KY,23,3,R,46.0,XXXX,R3,53.0,U,1.0,6.0,F,,0,15.0,15.0,9507,,15.0,59056
IL,18,1,C,78.0,XXXX,C1,24.0,H,,4.0,J,8.0,13,68.0,15.0,9512,12.0,9.7142857143,97011
NC,21,2,T,64.0,XXXX,T2,39.0,U,,5.0,F,5.0,2,56.0,5.0,9509,2.0,4.0,21196
MI,16,1,S,79.0,XXXX,S1,15.0,H,,4.0,M,,0,137.0,12.0,9602,1.0,10.538461538,66026
CA,15,1,U,57.0,XXXX,U1,3.0,H,,5.0,M,5.0,4,40.0,20.0,9603,2.0,20.0,145817
MO,17,1,T,67.0,XXXX,T1,34.0,H,,7.0,M,,0,125.0,17.0,9601,3.0,9.6153846154,101476
AZ,18,2,R,70.0,XXXX,R2,49.0,H,,6.0,M,,0,117.0,16.0,9512,10.0,10.636363636,136356
CA,19,1,S,70.0,XXXX,S1,12.0,H,1.0,4.0,M,7.0,5,30.0,15.0,9511,19.0,10.0,168132
TX,24,1,S,,XXXX,S1,15.0, ,,,M,,0,30.0,15.0,9506,4.0,15.0,115773
MI,10,3,R,83.0,XXXX,R3,51.0,U,,4.0,F,1.0,1,330.0,10.0,9608,6.0,30.0,185695
MS,16,2,R,54.0,XXXX,R2,47.0,H,1.0,5.0,M,6.0,17,116.0,15.0,9602,5.0,11.6,54993
GA,18,3,T,67.0,XXXX,T3,41.0,U,,2.0,M,0.0,2,25.0,20.0,9512,15.0,12.5,27447
FL,21,2,C,91.0,XXXX,C2,29.0,H,,1.0,M,4.0,10,90.0,18.0,9509,7.0,15.0,45127
WI,18,2,C,37.0,XXXX,C2,25.0,H,,4.0,F,4.0,0,195.0,15.0,9512,7.0,10.833333333,81395
KS,27,1,S,,XXXX,S1,14.0, ,,,M,,0,50.0,25.0,9503,26.0,16.666666667,104890
FL,21,1,C,41.0,XXXX,C1,23.0,H,,4.0,M,8.0,14,52.0,15.0,9509,19.0,10.4,36201
CA,18,2,S,62.0,XXXX,S2,17.0,H,,5.0,M,5.0,4,44.0,8.0,9512,6.0,5.5,166813
IN,15,3,C,65.0,XXXX,C3,30.0, ,,,F,,0,137.0,20.0,9603,12.0,15.222222222,60262
AR,18,1,C,77.0,XXXX,C1,24.0, ,,,F,,0,111.0,20.0,9512,11.0,15.857142857,111461
MI,25,4,U,,XXXX,U4,10.0, ,,,F,,0,91.0,30.0,9505,5.0,22.75,67611
CA,18,3,U,64.0,XXXX,U3,8.0,H,1.0,2.0,F,3.0,11,42.0,10.0,9512,11.0,8.4,142680
MI,23,3,U,42.0,XXXX,U3,8.0,U,,4.0,F,,0,20.0,20.0,9507,,20.0,67949
NC,18,2,T,54.0,XXXX,T2,40.0,H,,4.0,F,7.0,6,342.0,50.0,9512,3.0,20.117647059,15860
WA,15,1,T,72.0,XXXX,T1,34.0,H,3.0,6.0,M,5.0,9,74.0,17.0,9603,4.0,12.333333333,180782
TX,20,3,C,81.0,XXXX,C3,30.0,H,,2.0,M,2.0,15,25.0,20.0,9510,36.0,12.5,126105
NM,15,2,T,50.0,XXXX,T2,37.0,U,2.0,1.0,F,,0,45.0,20.0,9603,7.0,15.0,140182
CA,21,3,U,,XXXX,U3,8.0, ,,,F,,0,80.0,20.0,9509,3.0,11.428571429,143751
NV,18,3,U,63.0,XXXX,U3,8.0,H,1.0,3.0,M,4.0,0,119.0,7.0,9512,8.0,7.0,141132
CA,15,1,S,70.0,XXXX,S1,13.0, ,,,M,,0,102.0,17.0,9603,7.0,14.571428571,168739
FL,17,2,R,72.0,XXXX,R2,48.0,H,,2.0,F,5.0,6,40.0,15.0,9601,10.0,8.0,44438
CA,11,1,S,64.0,XXXX,S1,13.0,H,,7.0,F,,0,166.0,11.0,9607,9.0,11.066666667,1300
IN,18,3,T,83.0,XXXX,T3,41.0,U,,1.0,M,1.0,0,86.0,10.0,9512,4.0,5.7333333333,59720
MI,22,1,S,49.0,XXXX,S1,14.0,H,,5.0,M,9.0,4,26.0,16.0,9508,9.0,13.0,65855
AK,15,2,R,72.0,XXXX,R2,46.0,H,,2.0,F,,0,257.0,31.0,9603,8.0,25.7,184794
LA,15,3,S,66.0,XXXX,S3,21.0,H,1.0,3.0,F,4.0,2,205.0,15.0,9603,2.0,12.058823529,107933
AZ,15,1,S,56.0,XXXX,S1,12.0,H,,1.0,F,9.0,9,70.0,20.0,9603,3.0,14.0,135725
CA,15,3,C,80.0,XXXX,C3,30.0,H,,1.0,M,0.0,3,176.0,10.0,9603,5.0,7.3333333333,159629
FL,18,2,T,74.0,XXXX,T2,37.0,H,,3.0,F,3.0,5,217.0,10.0,9512,6.0,6.78125,36304
KY,16,2,S,,XXXX,S2,17.0,H,,5.0,U,,0,70.0,25.0,9602,6.0,23.333333333,57448
NE,15,2,T,,XXXX,T2,36.0, ,,3.0,F,,0,74.0,25.0,9603,9.0,14.8,189634
KS,17,1,S,,XXXX,S1,13.0, ,,,F,,0,219.0,40.0,9601,6.0,24.333333333,144824
CA,18,2,U,48.0,XXXX,U2,4.0,U,,2.0,M,3.0,1,25.0,25.0,9512,,25.0,144315
KY,18,3,R,76.0,XXXX,R3,51.0, ,,,F,,0,129.55,10.0,9512,1.0,6.169047619,57820
IL,23,2,T,52.0,XXXX,T2,40.0,U,2.0,6.0,F,6.0,1,80.0,15.0,9507,1.0,11.428571429,97693
CA,20,1,S,76.0,XXXX,S1,11.0,H,,4.0,M,7.0,0,25.0,25.0,9510,,25.0,164143
AL,17,2,S,58.0,XXXX,S2,17.0,H,,5.0,M,5.0,7,87.0,17.0,9601,5.0,12.428571429,47300
HI,16,1,U,74.0,XXXX,U1,2.0,H,,5.0,M,9.0,0,15.0,15.0,9602,,15.0,174178
KY,26,3,R,46.0,XXXX,R3,51.0,H,,7.0,F,,0,78.0,20.0,9504,2.0,11.142857143,58635
OR,9,2,R,66.0,XXXX,R2,43.0, ,,,F,,0,150.0,10.0,9609,17.0,13.636363636,5008
OK,17,2,S,58.0,XXXX,S2,18.0,H,,5.0,M,6.0,12,15.0,15.0,9601,,15.0,113199
CA,16,1,U,73.0,XXXX,U1,2.0,H,,5.0,F,6.0,8,117.0,10.0,9602,5.0,8.3571428571,170615
FL,18,1,T,45.0,XXXX,T1,34.0,H,3.0,5.0,F,8.0,0,83.0,15.0,9512,3.0,9.2222222222,31970
IN,18,2,T,36.0,XXXX,T2,38.0,H,1.0,2.0,F,8.0,2,43.0,10.0,9512,2.0,6.1428571429,59367
TX,16,2,R,,XXXX,R2,45.0, ,,,M,,0,52.0,10.0,9602,14.0,8.6666666667,120333
NM,15,1,S,50.0,XXXX,S1,14.0,H,,6.0,U,,0,68.0,8.0,9603,3.0,8.5,139345
CA,16,2,R,50.0,XXXX,R2,49.0,H,,4.0,F,,0,15.0,15.0,9602,,15.0,154730
IL,20,2,T,64.0,XXXX,T2,40.0,H,1.0,5.0,F,,0,87.0,8.0,9510,8.0,7.25,95468
FL,19,2,C,69.0,XXXX,C2,28.0,H,,1.0,M,8.0,6,47.0,4.0,9511,8.0,5.2222222222,46620
MO,17,3,U,65.0,XXXX,U3,9.0,U,,5.0,F,4.0,12,140.0,20.0,9601,4.0,10.769230769,100801
MO,17,2,R,57.0,XXXX,R2,46.0,H,,5.0,F,5.0,0,70.0,15.0,9601,6.0,11.666666667,102627
MI,21,1,S,91.0,XXXX,S1,13.0,U,,6.0,F,,0,134.0,19.0,9509,27.0,13.4,73876
ND,16,2,T,49.0,XXXX,T2,39.0,H,,4.0,M,2.0,1,50.0,11.0,9602,2.0,8.3333333333,86662
CA,16,1,S,48.0,XXXX,S1,11.0,U,,4.0,F,8.0,0,97.0,11.0,9602,20.0,6.9285714286,148247
MI,6,3,R,,XXXX,R3,51.0, ,,,M,,0,102.0,15.0,9612,9.0,12.75,13408
CA,21,3,U,,XXXX,U3,8.0, ,,,M,,0,200.0,200.0,9509,,200.0,13052
AL,15,2,T,67.0,XXXX,T2,40.0,H,,6.0,F,8.0,3,70.0,50.0,9603,5.0,35.0,46895
TX,17,1,T,50.0,XXXX,T1,35.0,H,,5.0,M,7.0,2,140.0,25.0,9601,5.0,17.5,126770
MI,19,1,S,64.0,XXXX,S1,12.0,H,,5.0,F,,0,25.0,25.0,9511,,25.0,70226
